File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/83/8f/PMC17810.tar.gz,Arthritis Res. 2000 Mar 1; 2(3):229-235,PMC17810,2014-04-29 19:51:32,11056668,NO-CC CODE
oa_package/2e/43/PMC17811.tar.gz,Arthritis Res. 2000 Mar 31; 2(3):236-243,PMC17811,2014-04-29 19:51:32,11056669,NO-CC CODE
oa_package/fa/0c/PMC17812.tar.gz,Arthritis Res. 2000 May 24; 2(4):293-302,PMC17812,2014-04-29 19:51:32,11056670,NO-CC CODE
oa_package/ec/0a/PMC17813.tar.gz,Arthritis Res. 2000 May 19; 2(4):303-314,PMC17813,2014-04-29 19:51:32,11056671,NO-CC CODE
oa_package/0a/39/PMC17814.tar.gz,Arthritis Res. 2000 Jun 5; 2(4):315-326,PMC17814,2014-04-29 19:51:32,11056672,NO-CC CODE
oa_package/94/ba/PMC17815.tar.gz,Arthritis Res. 2000 Jun 8; 2(4):327-336,PMC17815,2014-04-29 19:51:33,11056673,NO-CC CODE
oa_package/0c/89/PMC17816.tar.gz,Arthritis Res. 2000 Jul 3; 2(5):399-406,PMC17816,2014-04-29 19:51:33,11056674,NO-CC CODE
oa_package/e0/bb/PMC17817.tar.gz,Arthritis Res. 2000 Jul 11; 2(5):407-414,PMC17817,2014-04-29 19:51:33,11056675,NO-CC CODE
oa_package/f3/1c/PMC17818.tar.gz,Arthritis Res. 2000 Jul 3; 2(5):415-423,PMC17818,2014-04-29 19:51:33,11056676,NO-CC CODE
oa_package/53/57/PMC17819.tar.gz,Arthritis Res. 2000 Aug 3; 2(5):424-427,PMC17819,2014-04-29 19:51:33,11056677,NO-CC CODE
oa_package/95/19/PMC17820.tar.gz,Arthritis Res. 2000 Aug 31; 2(6):477-488,PMC17820,2014-04-29 19:51:34,11056678,NO-CC CODE
oa_package/08/a9/PMC17821.tar.gz,Arthritis Res. 2000 Aug 31; 2(6):489-503,PMC17821,2014-04-29 19:51:34,11056679,NO-CC CODE
oa_package/2e/f9/PMC17822.tar.gz,Arthritis Res. 2000 Sep 20; 2(6):504-512,PMC17822,2014-04-29 19:51:34,11056680,NO-CC CODE
oa_package/2d/61/PMC17823.tar.gz,Arthritis Res. 2001 Nov 3; 3(1):41-47,PMC17823,2014-04-29 19:51:34,11178125,NO-CC CODE
oa_package/6a/09/PMC17824.tar.gz,Arthritis Res. 2001 Oct 27; 3(1):48-53,PMC17824,2014-04-29 19:51:37,11178126,NO-CC CODE
oa_package/d0/66/PMC17825.tar.gz,Arthritis Res. 2001 Nov 2; 3(1):54-64,PMC17825,2014-04-29 19:51:37,11178127,NO-CC CODE
oa_package/18/89/PMC17826.tar.gz,Arthritis Res. 2001 Nov 9; 3(1):65-71,PMC17826,2014-04-29 19:51:38,11178128,NO-CC CODE
oa_package/14/6f/PMC17827.tar.gz,Arthritis Res. 2001 Nov 21; 3(1):72-76,PMC17827,2014-04-29 19:51:38,11178129,NO-CC CODE
oa_package/6f/1e/PMC17828.tar.gz,Arthritis Res. 2001 Jan 5; 3(2):118-126,PMC17828,2016-09-06 06:14:06,11178119,NO-CC CODE
oa_package/f0/ec/PMC17829.tar.gz,Arthritis Res. 2001 Jan 11; 3(2):127-132,PMC17829,2016-09-06 06:14:06,11178120,NO-CC CODE
oa_package/7f/b7/PMC25774.tar.gz,Genome Biol. 2001 Jan 22; 2(2):research0004.1-research0004.13,PMC25774,2019-11-05 11:56:12,11182887,NO-CC CODE
oa_package/ed/b1/PMC25775.tar.gz,Genome Biol. 2001 Jan 25; 2(2):research0005.1-research0005.11,PMC25775,2019-11-05 11:56:12,11182888,NO-CC CODE
oa_package/fd/ee/PMC25776.tar.gz,Genome Biol. 2001 Jan 29; 2(2):research0006.1-research0006.5,PMC25776,2019-11-05 11:56:12,11182889,NO-CC CODE
oa_package/5b/2c/PMC28985.tar.gz,Crit Care. 1997 Aug 13; 1(1):15-24,PMC28985,2014-04-29 19:58:25,11056693,NO-CC CODE
oa_package/ad/9a/PMC28986.tar.gz,Crit Care. 1997 Aug 13; 1(1):25-39,PMC28986,2014-04-29 19:58:26,11056694,NO-CC CODE
oa_package/a1/7a/PMC28987.tar.gz,Crit Care. 1997 Sep 26; 1(1):41-44,PMC28987,2014-04-29 19:58:26,11056695,NO-CC CODE
oa_package/52/22/PMC28988.tar.gz,Crit Care. 1997 Sep 26; 1(1):45-50,PMC28988,2014-04-29 19:58:26,11056696,NO-CC CODE
oa_package/ad/08/PMC28989.tar.gz,Crit Care. 1997 Nov 26; 1(2):65-70,PMC28989,2014-04-29 19:58:26,11056697,NO-CC CODE
oa_package/6b/fc/PMC28990.tar.gz,Crit Care. 1997 Nov 26; 1(2):71-74,PMC28990,2014-04-29 19:58:27,11056698,NO-CC CODE
oa_package/08/2d/PMC28991.tar.gz,Crit Care. 1997 Nov 26; 1(2):75-77,PMC28991,2014-04-29 19:58:27,11056699,NO-CC CODE
oa_package/ae/9b/PMC28992.tar.gz,Crit Care. 1997 Nov 26; 1(2):79-83,PMC28992,2014-04-29 19:58:27,11056700,NO-CC CODE
oa_package/46/2f/PMC28993.tar.gz,Crit Care. 1997 Jan 22; 1(3):95-99,PMC28993,2014-04-29 19:58:27,11056701,NO-CC CODE
oa_package/5a/ac/PMC28994.tar.gz,Crit Care. 1997 Jan 22; 1(3):101-104,PMC28994,2014-04-29 19:58:27,11056702,NO-CC CODE
oa_package/72/15/PMC28995.tar.gz,Crit Care. 1997 Jan 22; 1(3):105-110,PMC28995,2014-04-29 19:58:27,11056703,NO-CC CODE
oa_package/02/54/PMC28996.tar.gz,Crit Care. 1997 Jan 22; 1(3):111-116,PMC28996,2014-04-29 19:58:27,11056704,NO-CC CODE
oa_package/fd/6e/PMC28997.tar.gz,Crit Care. 1998 Mar 12; 2(1):19-23,PMC28997,2014-04-29 19:58:28,11056705,NO-CC CODE
oa_package/94/54/PMC28998.tar.gz,Crit Care. 1998 Mar 12; 2(1):25-28,PMC28998,2014-04-29 19:58:28,11056706,NO-CC CODE
oa_package/b2/38/PMC28999.tar.gz,Crit Care. 1998 Mar 12; 2(1):29-34,PMC28999,2014-04-29 19:58:28,11056707,NO-CC CODE
oa_package/8a/9a/PMC29000.tar.gz,Crit Care. 1998 Mar 12; 2(1):35-39,PMC29000,2014-04-29 19:58:28,11056708,NO-CC CODE
oa_package/8a/4a/PMC29001.tar.gz,Crit Care. 1998 May 22; 2(2):49-55,PMC29001,2014-04-29 19:58:28,11056709,NO-CC CODE
oa_package/82/a8/PMC29002.tar.gz,Crit Care. 1998 May 22; 2(2):57-60,PMC29002,2014-04-29 19:58:28,11056710,NO-CC CODE
oa_package/d2/a3/PMC29003.tar.gz,Crit Care. 1998 May 22; 2(2):61-66,PMC29003,2014-04-29 19:58:28,11056711,NO-CC CODE
oa_package/bc/69/PMC29004.tar.gz,Crit Care. 1998 May 22; 2(2):67-72,PMC29004,2014-04-29 19:58:29,11056712,NO-CC CODE
oa_package/eb/09/PMC29005.tar.gz,Crit Care. 1999 Mar 15; 3(1):1-6,PMC29005,2014-04-29 19:58:29,11056715,NO-CC CODE
oa_package/ba/97/PMC29006.tar.gz,Crit Care. 1999 Mar 15; 3(1):7-10,PMC29006,2014-04-29 19:58:29,11056716,NO-CC CODE
oa_package/65/cd/PMC29007.tar.gz,Crit Care. 1999 Mar 15; 3(1):11-16,PMC29007,2020-04-08 20:35:34,11056717,NO-CC CODE
oa_package/c2/a4/PMC29008.tar.gz,Crit Care. 1999 Mar 15; 3(1):17-18,PMC29008,2020-04-08 20:35:34,11056718,NO-CC CODE
oa_package/c9/7f/PMC29009.tar.gz,Crit Care. 1999 Mar 15; 3(1):19-22,PMC29009,2014-04-29 19:58:29,11056719,NO-CC CODE
oa_package/e6/47/PMC29010.tar.gz,Crit Care. 1999 Mar 15; 3(1):23-31,PMC29010,2014-04-29 19:58:29,11056720,NO-CC CODE
oa_package/db/69/PMC29011.tar.gz,Crit Care. 1999 Mar 16; 3(1):33-37,PMC29011,2014-04-29 19:58:29,11056721,NO-CC CODE
oa_package/6f/df/PMC29012.tar.gz,Crit Care. 1999 Mar 16; 3(1):39-43,PMC29012,2014-04-29 19:58:29,11056722,NO-CC CODE
oa_package/17/9e/PMC29013.tar.gz,Crit Care. 1999 Mar 16; 3(1):45-50,PMC29013,2020-04-08 20:35:34,11056723,NO-CC CODE
oa_package/d6/b4/PMC29014.tar.gz,Crit Care. 1999 Mar 19; 3(1):51-53,PMC29014,2014-04-29 19:58:30,11056724,NO-CC CODE
oa_package/8e/89/PMC29015.tar.gz,Crit Care. 1999 Apr 29; 3(2):57-63,PMC29015,2014-04-29 19:58:30,11056725,NO-CC CODE
oa_package/ac/b2/PMC29016.tar.gz,Crit Care. 1999 May 18; 3(2):65-70,PMC29016,2014-04-29 19:58:30,11056726,NO-CC CODE
oa_package/4c/0f/PMC29017.tar.gz,Crit Care. 1999 Jun 9; 3(3):71-77,PMC29017,2014-04-29 19:58:30,11056727,NO-CC CODE
oa_package/b6/8e/PMC29018.tar.gz,Crit Care. 1999 Jun 24; 3(3):79-83,PMC29018,2019-01-04 05:56:10,11056728,NO-CC CODE
oa_package/5e/51/PMC29019.tar.gz,Crit Care. 1999 Jun 25; 3(3):85-89,PMC29019,2014-04-29 19:58:30,11056729,NO-CC CODE
oa_package/55/c2/PMC29020.tar.gz,Crit Care. 1999 Jul 19; 3(4):91-94,PMC29020,2014-04-29 19:58:31,11056730,NO-CC CODE
oa_package/07/e1/PMC29021.tar.gz,Crit Care. 1999 Jul 27; 3(4):95-100,PMC29021,2014-04-29 19:58:31,11056731,NO-CC CODE
oa_package/19/17/PMC29022.tar.gz,Crit Care. 1999 Jul 30; 3(4):101-110,PMC29022,2014-04-29 19:58:31,11056732,NO-CC CODE
oa_package/e1/32/PMC29023.tar.gz,Crit Care. 1999 Jul 30; 3(4):111-116,PMC29023,2014-04-29 19:58:31,11056733,NO-CC CODE
oa_package/09/eb/PMC29024.tar.gz,Crit Care. 1999 Aug 4; 3(4):117-121,PMC29024,2014-04-29 19:58:32,11056734,NO-CC CODE
oa_package/94/6f/PMC29025.tar.gz,Crit Care. 1999 Aug 31; 3(5):123-126,PMC29025,2014-04-29 19:58:32,11056735,NO-CC CODE
oa_package/c9/7b/PMC29026.tar.gz,Crit Care. 1999 Sep 23; 3(5):127-130,PMC29026,2014-04-29 19:58:33,11056736,NO-CC CODE
oa_package/fe/7e/PMC29027.tar.gz,Crit Care. 1999 Sep 16; 3(5):131-133,PMC29027,2014-04-29 19:58:33,11114145,NO-CC CODE
oa_package/dd/10/PMC29028.tar.gz,Crit Care. 1999 Oct 13; 3(6):135-138,PMC29028,2014-04-29 19:58:33,11056737,NO-CC CODE
oa_package/7c/2d/PMC29029.tar.gz,Crit Care. 1999 Oct 13; 3(6):139-144,PMC29029,2014-04-29 19:58:33,11056738,NO-CC CODE
oa_package/db/e7/PMC29030.tar.gz,Crit Care. 1999 Oct 20; 3(6):145-149,PMC29030,2014-04-29 19:58:33,11056739,NO-CC CODE
oa_package/7f/e2/PMC29031.tar.gz,Crit Care. 1999 Oct 25; 3(6):151-158,PMC29031,2014-04-29 19:58:33,11056740,NO-CC CODE
oa_package/88/af/PMC29032.tar.gz,Crit Care. 1999 Nov 11; 3(6):159-165,PMC29032,2014-04-29 19:58:36,11056741,NO-CC CODE
oa_package/da/11/PMC29033.tar.gz,Crit Care. 1999 Nov 19; 3(6):167-172,PMC29033,2014-04-29 19:58:37,11056742,NO-CC CODE
oa_package/44/ab/PMC29034.tar.gz,Crit Care. 2000 Jan 24; 4(1):40-44,PMC29034,2014-04-29 19:58:37,11056743,NO-CC CODE
oa_package/ba/ab/PMC29035.tar.gz,Crit Care. 2000 Jan 24; 4(1):45-49,PMC29035,2014-04-29 19:58:37,11056744,NO-CC CODE
oa_package/97/30/PMC29036.tar.gz,Crit Care. 2000 Jan 24; 4(1):50-53,PMC29036,2014-04-29 19:58:37,11056745,NO-CC CODE
oa_package/05/f8/PMC29037.tar.gz,Crit Care. 2000 Jan 24; 4(1):54-60,PMC29037,2014-04-29 19:58:37,11056746,NO-CC CODE
oa_package/88/97/PMC29038.tar.gz,Crit Care. 2000 Feb 10; 4(2):114-119,PMC29038,2014-04-29 19:58:37,11056747,NO-CC CODE
oa_package/16/ae/PMC29039.tar.gz,Crit Care. 2000 Mar 3; 4(2):120-123,PMC29039,2014-04-29 19:58:37,11056748,NO-CC CODE
oa_package/6e/7a/PMC29040.tar.gz,Crit Care. 2000 Mar 3; 4(2):124-128,PMC29040,2014-04-29 19:58:41,11056749,NO-CC CODE
oa_package/c4/56/PMC29041.tar.gz,Crit Care. 2000 Mar 27; 4(3):180-187,PMC29041,2014-04-29 19:58:41,11056750,NO-CC CODE
oa_package/ad/d7/PMC29042.tar.gz,Crit Care. 2000 Apr 13; 4(3):188-192,PMC29042,2014-04-29 19:58:41,11056751,NO-CC CODE
oa_package/bb/fb/PMC29043.tar.gz,Crit Care. 2000 May 15; 4(3):193-199,PMC29043,2014-04-29 19:58:41,11056752,NO-CC CODE
oa_package/c6/5f/PMC29044.tar.gz,Crit Care. 2000 Jun 16; 4(4):245-248,PMC29044,2014-04-29 19:58:41,11056753,NO-CC CODE
oa_package/e7/5a/PMC29045.tar.gz,Crit Care. 2000 Jun 27; 4(4):249-254,PMC29045,2014-04-29 19:58:41,11056754,NO-CC CODE
oa_package/86/20/PMC29046.tar.gz,Crit Care. 2000 Jul 7; 4(4):255-262,PMC29046,2019-11-05 11:56:12,11056755,NO-CC CODE
oa_package/ed/00/PMC29047.tar.gz,Crit Care. 2000 Jul 31; 4(5):302-308,PMC29047,2014-04-29 19:58:41,11056756,NO-CC CODE
oa_package/6a/b3/PMC29048.tar.gz,Crit Care. 2000 Aug 10; 4(5):309-313,PMC29048,2014-04-29 19:58:42,11056757,NO-CC CODE
oa_package/ce/bc/PMC29049.tar.gz,Crit Care. 2000 Aug 21; 4(5):314-318,PMC29049,2014-04-29 19:58:42,11056758,NO-CC CODE
oa_package/2f/ef/PMC29050.tar.gz,Crit Care. 2000 Sep 8; 4(5):319-326,PMC29050,2014-04-29 19:58:42,11056759,NO-CC CODE
oa_package/6e/67/PMC29051.tar.gz,Crit Care. 2000 Oct 13; 4(6):369-376,PMC29051,2014-04-29 19:58:42,11123878,NO-CC CODE
oa_package/a3/9c/PMC29052.tar.gz,Crit Care. 2001 Dec 14; 5(1):19-23,PMC29052,2014-04-29 19:58:42,11178221,NO-CC CODE
oa_package/37/95/PMC29053.tar.gz,Crit Care. 2001 Dec 8; 5(1):24-30,PMC29053,2014-04-29 19:58:42,11178222,NO-CC CODE
oa_package/97/47/PMC29054.tar.gz,Crit Care. 2001 Jan 5; 5(1):31-36,PMC29054,2019-11-05 11:56:12,11178223,NO-CC CODE
oa_package/65/3b/PMC29055.tar.gz,Crit Care. 2001 Dec 22; 5(1):37-40,PMC29055,2014-04-29 19:58:42,11178224,NO-CC CODE
oa_package/72/4a/PMC29056.tar.gz,Crit Care. 2001 Jan 5; 5(1):41-45,PMC29056,2019-11-05 11:56:12,11178225,NO-CC CODE
oa_package/ad/0f/PMC29057.tar.gz,BMC Biochem. 2000 Jul 19; 1:1,PMC29057,2013-03-19 16:17:34,11001588,NO-CC CODE
oa_package/74/dd/PMC29058.tar.gz,BMC Biochem. 2000 Sep 5; 1:2,PMC29058,2007-08-21 08:51:18,11001589,NO-CC CODE
oa_package/6c/95/PMC29059.tar.gz,BMC Biochem. 2000 Dec 20; 1:3,PMC29059,2013-03-19 16:17:34,11231883,NO-CC CODE
oa_package/2d/ed/PMC29061.tar.gz,BMC Bioinformatics. 2000 Jul 27; 1:1,PMC29061,2013-03-19 16:17:34,11001586,NO-CC CODE
oa_package/9d/11/PMC29062.tar.gz,BMC Cell Biol. 2000 Nov 1; 1:1,PMC29062,2013-03-19 16:17:34,11112983,NO-CC CODE
oa_package/e6/98/PMC29063.tar.gz,BMC Cell Biol. 2000 Dec 6; 1:2,PMC29063,2012-10-03 08:27:29,11151091,NO-CC CODE
oa_package/d5/60/PMC29064.tar.gz,BMC Cell Biol. 2000 Dec 19; 1:3,PMC29064,2013-03-19 16:17:34,11178101,NO-CC CODE
oa_package/a1/5d/PMC29065.tar.gz,BMC Cell Biol. 2000 Dec 19; 1:4,PMC29065,2013-03-19 16:17:34,11178102,NO-CC CODE
oa_package/df/a0/PMC29066.tar.gz,BMC Cell Biol. 2001 Jan 29; 2:1,PMC29066,2014-04-22 08:01:09,11178103,NO-CC CODE
oa_package/86/bf/PMC29067.tar.gz,BMC Cell Biol. 2001 Feb 2; 2:2,PMC29067,2013-03-19 16:17:34,11178104,NO-CC CODE
oa_package/dc/98/PMC29068.tar.gz,BMC Cell Biol. 2001 Feb 20; 2:3,PMC29068,2013-03-19 16:17:34,11231877,NO-CC CODE
oa_package/62/c0/PMC29069.tar.gz,BMC Cell Biol. 2001 Mar 7; 2:4,PMC29069,2013-03-19 16:17:34,11255590,NO-CC CODE
oa_package/60/a2/PMC29073.tar.gz,BMC Evol Biol. 2001 Feb 19; 1:1,PMC29073,2020-04-05 20:34:13,11244578,NO-CC CODE
oa_package/28/1b/PMC29074.tar.gz,BMC Fam Pract. 2000 Sep 29; 1:1,PMC29074,2013-03-19 16:17:35,11038265,NO-CC CODE
oa_package/ae/79/PMC29075.tar.gz,BMC Fam Pract. 2000 Dec 19; 1:2,PMC29075,2013-03-19 16:17:35,11178111,NO-CC CODE
oa_package/32/12/PMC29076.tar.gz,BMC Gastroenterol. 2001 Jan 4; 1:1,PMC29076,2013-03-19 16:17:35,11178112,NO-CC CODE
oa_package/f8/29/PMC29077.tar.gz,BMC Genet. 2000 Oct 4; 1:1,PMC29077,2013-03-19 16:17:35,11038264,NO-CC CODE
oa_package/43/26/PMC29078.tar.gz,BMC Genet. 2000 Nov 16; 1:2,PMC29078,2012-10-03 08:27:32,11112984,NO-CC CODE
oa_package/cc/39/PMC29079.tar.gz,BMC Genet. 2000 Nov 16; 1:3,PMC29079,2007-08-29 09:17:19,11112985,NO-CC CODE
oa_package/70/86/PMC29080.tar.gz,BMC Genet. 2000 Dec 7; 1:4,PMC29080,2013-03-19 16:17:35,11178106,NO-CC CODE
oa_package/f2/1c/PMC29081.tar.gz,BMC Genet. 2001 Jan 15; 2:1,PMC29081,2013-03-19 16:17:35,11178107,NO-CC CODE
oa_package/81/5b/PMC29082.tar.gz,BMC Genet. 2001 Feb 2; 2:2,PMC29082,2013-03-19 16:17:35,11178108,NO-CC CODE
oa_package/89/a7/PMC29083.tar.gz,BMC Genet. 2001 Feb 6; 2:3,PMC29083,2013-03-19 16:17:35,11180757,NO-CC CODE
oa_package/dd/15/PMC29084.tar.gz,BMC Genet. 2001 Mar 8; 2:4,PMC29084,2010-02-23 05:55:19,11252156,NO-CC CODE
oa_package/b4/06/PMC29085.tar.gz,BMC Genomics. 2000 Jul 27; 1:1,PMC29085,2012-10-03 08:27:34,11001587,NO-CC CODE
oa_package/4d/d2/PMC29086.tar.gz,BMC Genomics. 2000 Dec 6; 1:2,PMC29086,2007-08-29 11:38:00,11121245,NO-CC CODE
oa_package/3a/54/PMC29087.tar.gz,BMC Infect Dis. 2001 Feb 2; 1:1,PMC29087,2013-05-17 13:37:45,11208258,NO-CC CODE
oa_package/b2/cf/PMC29088.tar.gz,BMC Mol Biol. 2000 Oct 18; 1:1,PMC29088,2007-08-29 10:07:47,11041984,NO-CC CODE
oa_package/d8/c2/PMC29089.tar.gz,BMC Mol Biol. 2000 Nov 16; 1:2,PMC29089,2010-12-20 06:45:29,11114844,NO-CC CODE
oa_package/69/50/PMC29090.tar.gz,BMC Mol Biol. 2001 Jan 18; 2:1,PMC29090,2007-07-09 09:44:18,11178109,NO-CC CODE
oa_package/b9/96/PMC29091.tar.gz,BMC Mol Biol. 2001 Jan 23; 2:2,PMC29091,2007-07-09 09:44:18,11178110,NO-CC CODE
oa_package/2e/f3/PMC29092.tar.gz,BMC Mol Biol. 2001 Feb 27; 2:3,PMC29092,2020-04-07 07:20:42,11242562,NO-CC CODE
oa_package/f5/bb/PMC29093.tar.gz,BMC Med Genet. 2000 Nov 23; 1:1,PMC29093,2013-03-19 16:17:36,11114845,NO-CC CODE
oa_package/cc/d6/PMC29094.tar.gz,BMC Med Genet. 2001 Jan 31; 2:1,PMC29094,2013-03-19 16:17:36,11180758,NO-CC CODE
